"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","8/55","168/18888",0.0476190476190476,16.3532467532468,10.8020213222888,2.82794514777843e-08,2.72896706760618e-05,2.43798639582161e-05,"PCDHA10/PCDHA11/PCDHA12/PCDHAC1/PCDHB6/PCDHGA2/PCDHGA7/AMIGO2",8
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","8/55","279/18888",0.028673835125448,9.84711632453568,8.04535853663014,1.36810072157962e-06,0.000660108598162165,0.00058972341630195,"PCDHA10/PCDHA11/PCDHA12/PCDHAC1/PCDHB6/PCDHGA2/PCDHGA7/AMIGO2",8
"GO:0060074","synapse maturation","3/55","34/18888",0.0882352941176471,30.3016042780749,9.24128124795038,0.000131142486256286,0.0421841664124387,0.0376862092083854,"NEURL1/SHANK1/SEZ6L",3
