"","PDX22","PDX43","PDX59","G83","PDX10","HK281"
"ENSG00000260588.1",6.14,0,23.69,65.58,3.56,8.2
"ENSG00000241834.3",0,0,0,0,0,0
"ENSG00000083168.11",5951.34,9504.18,3373.38,9552.12,8889.59,2910.27
"ENSG00000238966.1",0,0,0,0,0,0
"ENSG00000244235.2",0,0,0,0,0,0
"ENSG00000253135.1",0,0,0,0,0,0
"ENSG00000271938.1",6.14,4.1,3.95,1.9,1.78,2.05
"ENSG00000261449.1",0,0,0,1.9,0,2.05
"ENSG00000070718.12",924.88,1725.24,1169.87,2313.42,1912.23,1757.03
"ENSG00000104368.19",7917.72,9207.75,3021.93,4466.21,1872.15,344.44
"ENSG00000253408.6",2.05,0,0,0,3.56,0
"ENSG00000104365.16",4092.38,2581.7,1441.36,2984.44,3083.43,1375.69
"ENSG00000070501.12",1353.55,1039.04,509.41,1476.06,1192.58,525.88
"ENSG00000240395.1",257.82,147.7,94.77,306.05,58.78,197.85
"ENSG00000104371.5",6.14,0,0,0,3.56,0
"ENSG00000078668.14",5572.79,5859.85,4987.51,15231.11,6914.12,2758.56
"ENSG00000168575.10",5029.53,4998.26,1667.44,3086.14,3358.64,482.82
"ENSG00000254131.1",0,0,0,0,0,0
"ENSG00000254165.1",12.28,2.05,1.97,8.55,15.14,3.08
"ENSG00000176209.12",368.31,1596,710.81,1436.14,1752.8,541.26
"ENSG00000147432.7",0,0,0,0,0,0
"ENSG00000255101.1",0,0,0,0,0,0
"ENSG00000255361.1",2.05,2.05,1.97,1.9,0,0
"ENSG00000147434.9",3.07,1.03,1.97,0,1.78,6.15
"ENSG00000131931.8",852.24,459.52,337.63,831.65,623.46,466.42
"ENSG00000286837.1",4.09,2.05,3.95,9.5,1.78,0
"ENSG00000120925.16",501.32,1104.68,574.57,821.2,1783.08,536.13
"ENSG00000242719.3",0,0,0,0,0,0
"ENSG00000284062.1",0,0,0.99,0,0,0
"ENSG00000168172.9",1590.91,4324.37,898.38,2905.55,8138.77,1125.57
"ENSG00000202514.1",0,0,0,0,0,0
"ENSG00000254673.1",0,0,0,0,0,0
"ENSG00000168522.13",2104.5,3252.51,1115.58,1844.84,3163.59,1309.06
"ENSG00000200731.1",0,0,0,3.8,0,0
"ENSG00000185900.11",911.58,3157.12,1579.58,3264.83,4850.48,2050.21
"ENSG00000254198.1",0,0,0,0,0,0
"ENSG00000165102.15",1611.37,2833,2237.07,2389.46,3047.81,3265.98
"ENSG00000253611.1",0,0,0,0,0,0
"ENSG00000253884.1",0,0,0,0,0,0
"ENSG00000255166.1",0,0,0,0,0,0
"ENSG00000253312.1",0,0,0,0,0,0
"ENSG00000253186.2",0,0,0,0,0,0
"ENSG00000253606.2",0,0,1.97,0.95,0,2.05
"ENSG00000234713.3",0,0,0,0,0,0
"ENSG00000253707.1",0,0,0,0,0,0
"ENSG00000188877.12",0,0,0,0,0,0
"ENSG00000238509.1",0,0,0,0,0,0
"ENSG00000255497.1",0,0,0,0,0,0
"ENSG00000254342.1",0,0,0,0,0,0
"ENSG00000201329.2",0,0,0,0,0,0
"ENSG00000250637.2",1.02,0,0,0,0,0
"ENSG00000254069.2",0,0,0,0,0,0
"ENSG00000253319.1",0,0,0,0,0,0
"ENSG00000253418.1",0,0,0,0,0,0
"ENSG00000254145.1",0,0,0,0,0,0
"ENSG00000253748.2",0,0,0,0,0,0
"ENSG00000253195.2",0,0,0,0,0,0
"ENSG00000253845.1",0,0,0,0,0,0
"ENSG00000253198.1",0,0,0,0,0,0
"ENSG00000276685.1",0,0,0,0,0,0
"ENSG00000253425.2",0,0,0,0,0,0
"ENSG00000248498.4",0,0,19.74,0,0,273.7
"ENSG00000254070.1",0,0,0,0,0,0
"ENSG00000251470.1",0,1.03,0,0,0,0
"ENSG00000228984.3",0,0,0,0,0,0
"ENSG00000250857.3",0,0,0,0,0,0
"ENSG00000286484.1",0,0,0,0,0,0
"ENSG00000286554.1",0,0,0,0,0,0
"ENSG00000253314.7",0,0,0,0,0,0
"ENSG00000253828.3",0,0,0,0,0,0
"ENSG00000282321.1",0,0,0,0,0,0
"ENSG00000252594.1",0,0,0,0,0,0
"ENSG00000254118.1",0,0,0,0,0,0
"ENSG00000254156.1",0,0,0,0,0,0
"ENSG00000253803.1",0,0,0,0,0,0
"ENSG00000253745.1",0,0,0,0,0,1.03
"ENSG00000253782.2",0,0,0,0,0,0
"ENSG00000215179.5",0,0,0.99,0.95,0,0
"ENSG00000222099.1",0,0,0,0,0,0
"ENSG00000248347.3",0,0,0,0,0,25.63
"ENSG00000285992.1",0,0,0,0,0,0
"ENSG00000200986.1",0,0,0,0,0,0
"ENSG00000188873.4",90.03,7.18,1.97,6.65,11.58,5.13
"ENSG00000248531.3",0,0,2.96,0,0,1.03
"ENSG00000254348.1",0,0,3.95,0,0,0
"ENSG00000255366.1",0,0,18.76,0,8.02,6.15
"ENSG00000253502.1",6.14,0,0,0,0,0
"ENSG00000253817.1",0,0,0,0,0,0
"ENSG00000215177.3",1.02,0,0,0,0,0
"ENSG00000164808.17",2432.92,2546.83,2059.37,4015.69,2653.25,3483.31
"ENSG00000253330.1",0,0,5.92,1.9,0,0
"ENSG00000269924.1",3.07,0,0,0.95,0,0
"ENSG00000251354.3",0,0,0,0,0,0
"ENSG00000254065.1",0,0,0,0,0,0
"ENSG00000207369.1",0,0,0,0,0,0
"ENSG00000221869.5",276.24,1111.86,2172.9,571.23,956.56,1250.63
"ENSG00000253729.8",31913.37,34039.05,15129.37,61300.84,39735.5,41921.66
"ENSG00000207450.1",0,0,0,0,0,0
"ENSG00000287959.1",0,0,0,0,0,0
"ENSG00000104738.18",17291.31,10202.69,5756.57,23371.8,19426.88,12647.74
"ENSG00000222522.1",2.05,0,0,0,0,0
"ENSG00000169139.12",3385.42,3461.75,1848.1,3845.56,3663.25,3945.63
"ENSG00000253843.1",0,0,0,0,0,0
"ENSG00000253654.2",0,0,0,0,0,0
"ENSG00000252710.1",0,0,0,0,0,0
"ENSG00000277418.1",0,0,0,0,0,0
"ENSG00000224594.2",48.09,2.05,35.54,0.95,10.69,103.54
"ENSG00000279881.1",0,0,0,0,0,22.55
"ENSG00000253140.2",0,0,0,0,0,0
"ENSG00000253688.2",2.05,2.05,5.92,0,17.81,7.18
"ENSG00000253608.2",1.02,0,9.87,0,3.56,2.05
"ENSG00000233858.4",0,0,5.92,0,0,6.15
"ENSG00000253702.1",4.09,0,0,0,0,0
"ENSG00000253455.1",0,0,0,0,1.78,0
"ENSG00000253892.1",2.05,0,0,0,0,0
"ENSG00000034239.11",50.13,0,0,0,0,0
"ENSG00000286878.1",0,0,9.87,0,20.48,4.1
"ENSG00000233109.4",2.05,0,0,0,0,0
"ENSG00000019549.13",2464.63,1017.5,1536.14,46.57,4079.18,4481.76
"ENSG00000287788.1",4.09,0,0,0,3.56,2.05
"ENSG00000286701.1",0,0,0,0,0,0
"ENSG00000168333.14",2.05,134.37,7.9,0,0,0
"ENSG00000253474.2",0,0,0,0,0,0
"ENSG00000199640.1",0,0,0,0,0,0
"ENSG00000254268.1",0,0,0,0,0,0
"ENSG00000253380.1",0,0,0,0,1.78,0
"ENSG00000253206.1",0,0,0,0,0,0
"ENSG00000253810.1",11.25,0,0,0,0,0
"ENSG00000253484.1",40.92,16.41,0,0,5.34,0
"ENSG00000271148.1",0,0,0,0,4.45,0
"ENSG00000147481.17",22.51,310.79,59.23,0,233.35,9.23
"ENSG00000253849.1",0,0,0,0,0,0
"ENSG00000254392.1",0,0,0,0,0,0
"ENSG00000254358.1",0,0,0,0,0,0
"ENSG00000253340.1",0,0,0,0,0,0
"ENSG00000201316.1",0,0,0,0,0,0
"ENSG00000253664.1",0,0,0,0,0,0
"ENSG00000147485.13",28.65,49.23,1467.03,4.75,44.53,19.48
"ENSG00000254025.1",0,0,0,0,0,0
"ENSG00000254225.1",0,0,0,0,0,0
"ENSG00000272076.1",0,1.03,3.95,0,0,1.03
"ENSG00000168300.14",538.15,983.65,644.66,607.34,268.98,1355.19
"ENSG00000253475.1",0,0,0,0,0,0
"ENSG00000228801.6",587.26,651.32,407.73,262.33,473.83,161.97
"ENSG00000272024.1",10.23,18.46,0.99,1.9,3.56,1.03
"ENSG00000253844.1",0,4.1,5.92,0,2.67,2.05
"ENSG00000254136.1",0,0,0,0,0,0
"ENSG00000147488.11",10.23,0,0,0,1.78,0
"ENSG00000254314.1",0,0,0,0,0,0
"ENSG00000253551.1",0,0,0,0,0,0
"ENSG00000253924.2",0,0,0,0,3.56,0
"ENSG00000240534.1",0,0,0,0,0,0
"ENSG00000196711.9",0,0,0,0,0,0
"ENSG00000023287.13",4739.99,4813.63,3739.65,4014.74,3885.91,8174.19
"ENSG00000271555.1",0,0,0,0.95,0,1.03
"ENSG00000288611.1",4.09,0,0,0,19.59,92.26
"ENSG00000248911.2",0,0,0,0,0,0
"ENSG00000250494.1",0,0,0,0,0,0
"ENSG00000254687.1",0,0,0,1.9,0,2.05
"ENSG00000082556.14",1.02,108.72,0,0,0,62.53
"ENSG00000260484.1",0,0,0,0,0,0
"ENSG00000253369.2",0,0,0,0,0,0
"ENSG00000274295.1",0,0,0,0,0,0
"ENSG00000237807.4",116.63,6.15,34.55,9.5,37.41,54.33
"ENSG00000254204.1",0,0,0,0,0,0
"ENSG00000240919.1",0,0,0,0,0,0
"ENSG00000206144.5",0,0,0,0,0,0
"ENSG00000253668.1",0,0,0,0,0,0
"ENSG00000047249.18",3098.95,2014.48,2115.64,1381.02,2974.77,2257.28
"ENSG00000147509.14",562.7,1399.06,71.08,823.1,610.1,457.2
"ENSG00000272457.1",2.05,8.21,0,1.9,0.89,8.2
"ENSG00000244159.1",0,0,0,0,0,0
"ENSG00000200528.1",0,0,0,0,0,0
"ENSG00000187735.14",6480.28,6427.07,4070.37,8507.56,7265.93,8552.45
"ENSG00000253667.2",0,2.05,0,0,0,0
"ENSG00000260955.2",7.16,0,0,7.6,0,0
"ENSG00000120992.18",2618.1,3603.3,1863.9,3894.98,2206.14,3463.83
"ENSG00000254274.1",0,0,0,0,0,0
"ENSG00000276353.1",0,0,0,0,0,0
"ENSG00000137547.9",7905.45,2411.43,1575.63,5904.25,3739.84,2537.13
"ENSG00000251835.1",0,0,0,0,0,0
"ENSG00000270980.1",0,0,0,0,0,0
"ENSG00000253840.1",0,0,0,0,0,0
"ENSG00000199212.1",0,0,0,0,0,0
"ENSG00000276605.1",0,0,0,0,0,0
"ENSG00000286471.1",0,0,0,0,0,0
"ENSG00000244107.3",0,0,0,0,0,0
"ENSG00000164736.6",0,0,0,0,0,0
"ENSG00000274310.1",0,0,0,0,0,0
"ENSG00000270275.1",0,0,0,0,0,0
"ENSG00000104237.11",20.46,12.31,0,0,39.19,92.26
"ENSG00000226098.4",15.35,56.41,56.27,44.67,47.2,98.41
"ENSG00000253114.2",0,0,0,0,0,0
"ENSG00000286348.1",0,0,0,0,16.03,0
"ENSG00000206579.9",6.14,27.69,0,0,907.57,0
"ENSG00000253976.1",0,0,0,0,0,0
"ENSG00000253857.2",0,0,0,0,0,0
"ENSG00000248522.1",0,0,0,0,0.89,0
"ENSG00000254357.1",0,0,1.97,0,0,0
"ENSG00000167904.15",858.38,897.49,406.74,694.79,1150.72,1985.63
"ENSG00000222955.1",0,0,0,0,0,0
"ENSG00000137574.11",2655.95,2311.94,1028.7,2878.94,2105.5,2277.78
"ENSG00000254087.8",3419.18,14.36,1856,2013.07,662.64,1555.08
"ENSG00000254325.2",0,0,0,0,0,0
"ENSG00000199405.1",0,0,0,0,0,0
"ENSG00000240905.3",0,0,0,0,0,0
"ENSG00000241997.3",0,0,0,0,0,0
"ENSG00000236814.1",161.65,84.11,143.15,174.88,107.77,83.03
"ENSG00000008988.11",41105.87,25380.05,18202.63,36885.44,26998.3,37375.32
"ENSG00000238650.1",0,0,0,0,0,0
"ENSG00000253603.1",1.02,4.1,4.94,1.9,1.78,5.13
"ENSG00000248578.1",9.21,0,1.97,3.8,0.89,4.1
"ENSG00000172680.1",0,0,0,0,0,0
"ENSG00000221093.1",0,0,0,0,0,0
"ENSG00000181690.8",638.41,15890.22,372.19,56.08,287.68,1199.37
"ENSG00000170791.18",1797.58,167.19,1282.42,910.54,1205.94,1908.75
"ENSG00000272343.1",5.12,0,5.92,0,8.91,3.08
"ENSG00000254216.1",0,0,0,0,0,0
"ENSG00000170786.13",0,0,0,0,0,6.15
"ENSG00000253542.7",0,0,0,0,0,0
"ENSG00000181195.11",79.8,0,0,0,0,38.95
"ENSG00000254254.6",4.09,0,0,0,0,0
"ENSG00000253541.1",24.55,19.49,8.89,19.96,9.8,27.68
"ENSG00000246430.7",529.96,0,0,0,0,0
"ENSG00000253139.1",4.09,0,0,0,0,0
"ENSG00000241431.1",13.3,4.1,0,4.75,0,0
"ENSG00000254055.2",4.09,0,0,0,0,0
"ENSG00000270328.1",0,0,0,0,0,0
"ENSG00000206975.1",0,0,0,0,0,0
"ENSG00000104331.9",6421.96,7292.76,6559.19,5298.81,6522.24,18137.18
"ENSG00000222205.1",0,0,0,0,0,0
"ENSG00000253301.6",28.65,0,0,3.8,0,0
"ENSG00000251142.1",0,0,0,0,0,0
"ENSG00000253614.1",0,0,0,0,0,0
"ENSG00000215117.6",0,0,0,0,0,2.05
"ENSG00000202265.1",0,0,0,0,0,0
"ENSG00000253871.2",0,0,0,0,0,0
"ENSG00000243050.1",0,0,0,0,0,0
"ENSG00000287301.1",2.05,0,0,0,12.47,0
"ENSG00000253821.2",2.05,0,0,0,0,0
"ENSG00000253322.1",0,0,0,0,0,0
"ENSG00000254139.1",2.05,43.08,73.06,0,26.72,11.28
"ENSG00000205293.5",16.37,0,0,0,0.89,3.08
"ENSG00000253376.2",0,0,0,0,0,0
"ENSG00000169122.11",537.12,1291.36,684.15,92.19,839.88,2797.51
"ENSG00000253523.1",0,0,0,0,0,0
"ENSG00000253116.1",2.05,0,0,0,0,0
"ENSG00000242595.1",0,0,0,0,0,0
"ENSG00000288041.1",0,0,0,0,0,1.03
"ENSG00000253281.7",0,0,0,0,0,0
"ENSG00000286578.1",0,0,0,0,0,0
"ENSG00000215114.10",1522.36,3040.19,1803.68,2479.75,3497.59,2159.9
"ENSG00000250031.1",0,0,0,0,0,0
"ENSG00000167910.4",1.02,0,0,0,0,0
"ENSG00000254103.1",0,0,0,0,0,0
"ENSG00000137575.12",14570.9,7226.09,5969.81,5292.16,6136.58,16621.05
"ENSG00000035681.9",8156.1,3186.87,1593.4,3866.47,3424.55,5000.46
"ENSG00000242970.2",12.28,10.26,3.95,13.31,11.58,8.2
"ENSG00000198846.6",212.8,26.67,836.19,5.7,1404.56,39.98
"ENSG00000201231.1",0,0,0,0,0,0
"ENSG00000254048.1",0,0,0,0,0,0
"ENSG00000167912.6",83.89,14.36,369.23,5.7,150.52,66.63
"ENSG00000206853.1",0,0,0,0,0,0
"ENSG00000201763.1",0,0,0,0,0,0
"ENSG00000254150.1",0,0,0,0,0,0
"ENSG00000253260.2",0,0,0,0,0,0
"ENSG00000253879.2",0,0,0,0,0,0
"ENSG00000253413.1",0,0,0,0,0,0
"ENSG00000253723.1",0,0,0,0,0,0
"ENSG00000278428.1",0,0,0,0,0,0
"ENSG00000254775.2",0,0,0,0,0,0
"ENSG00000254954.1",0,0,0,0,0,0
"ENSG00000178538.10",10.23,88.21,0,0,62.35,7.18
"ENSG00000251396.7",10.23,48.21,44.43,30.41,61.45,113.79
"ENSG00000226301.3",0,0,0,0,0,0
"ENSG00000104388.15",3936.87,3625.87,2874.83,3773.32,3470.87,7707.76
"ENSG00000255321.1",0,0,0,0,0,0
"ENSG00000228862.4",0,0,0,0,3.56,0
"ENSG00000255289.1",0,0,0,0,0,0
"ENSG00000171316.12",2062.56,7603.55,1253.79,2331.48,8957.28,3241.38
"ENSG00000254432.1",0,0,0,0,0,0
"ENSG00000287975.1",0,2.05,0,0,0,0
"ENSG00000271377.1",0,0,0,0,0,1.03
"ENSG00000254777.5",0,6.15,0,0,12.47,6.15
"ENSG00000255397.1",9.21,3.08,0,6.65,8.02,1.03
"ENSG00000254802.1",0,0,0,0,1.78,0
"ENSG00000177182.11",6.14,0,1.97,0,10.69,6.15
"ENSG00000213881.3",98.22,11.28,15.8,87.44,28.5,23.58
"ENSG00000254222.1",0,0,0,0,0,0
"ENSG00000253711.1",0,0,0,0,0,0
"ENSG00000198363.18",18492.42,8831.32,9158.58,9375.33,20168.79,33073.98
"ENSG00000254285.3",23.53,0,0,0.95,1.78,5.13
"ENSG00000222898.1",4.09,2.05,9.87,3.8,14.25,17.43
"ENSG00000264408.1",0,0,0,0,0,0
"ENSG00000251127.2",10.23,2.05,3.95,1.9,3.56,13.33
"ENSG00000254119.5",0,0,46.4,0,0,2.05
"ENSG00000253834.1",0,0,0,0,0,0
"ENSG00000254120.1",0,0,0,0,0,0
"ENSG00000253544.1",0,0,0,0,0,0
"ENSG00000253789.1",0,0,0,0,0,0
"ENSG00000237810.3",0,0,1.97,0,3.56,0
"ENSG00000285971.1",0,0,0,0,1.78,0
"ENSG00000185942.13",0,2.05,1.97,0,665.32,108.66
"ENSG00000254050.1",0,0,0,0,0,0
"ENSG00000253975.1",0,0,0,0,0,0
"ENSG00000287105.1",0,0,0,0,0,10.25
"ENSG00000253517.1",0,0,0,0.95,0,0
"ENSG00000253431.1",4.09,5.13,13.82,1.9,27.61,0
"ENSG00000240915.2",0,0,0,0,0,0
"ENSG00000137563.13",6685.92,3732.54,2613.21,3901.64,4858.5,3911.8
"ENSG00000253121.1",0,0,0,0,0,0
"ENSG00000137561.5",108.45,10.26,15.8,157.78,88.17,74.83
"ENSG00000253555.1",0,0,0,0,0,0
"ENSG00000270673.1",12.28,26.67,139.2,67.48,24.05,26.65
"ENSG00000185728.17",5629.06,5189.04,2453.28,4122.14,5276.22,5400.25
"ENSG00000261542.1",6.14,10.26,3.95,7.6,7.13,4.1
"ENSG00000241964.3",0,0,0,0,0,0
"ENSG00000253205.6",0,0,0,0,0,0
"ENSG00000215096.3",0,0,0,0,0,0
"ENSG00000253894.2",1.02,0,0,0,0,0
"ENSG00000253583.1",0,0,0,0,0,0
"ENSG00000252358.1",0,0,0,0,0,0
"ENSG00000287844.1",0,0,0,1.9,0,2.05
"ENSG00000253554.7",0,0,0,0,0,0
"ENSG00000253762.2",0,0,0,0,0,0
"ENSG00000253734.2",0,0,0,0,0,0
"ENSG00000253231.1",0,0,0,0,0,0
"ENSG00000254377.6",0,0,0,0,0,0
"ENSG00000207816.1",0,0,0,0,0,0
"ENSG00000287615.1",0,0,0,0,0,0
"ENSG00000253750.1",0,0,0,0,0,0
"ENSG00000253800.1",0,0,0,0,0,0
"ENSG00000254102.2",0,0,0,0,0,2.05
"ENSG00000180828.3",0,0,0,0,0,2.05
"ENSG00000172817.4",0,0,0,0,0,23.58
"ENSG00000254330.1",0,0,0,0,0,0
"ENSG00000287998.1",2.05,2.05,1.97,0,1.78,0
"ENSG00000254006.5",0,0,0,0,0,0
"ENSG00000253493.1",0,0,0,0,0,0
"ENSG00000239261.1",0,0,0,0,0,0
"ENSG00000280725.2",0,0,0,0,0,0
"ENSG00000213873.4",0,0,0,0,0,0
"ENSG00000254081.2",2.05,0,0,0,0,0
"ENSG00000272010.1",2.05,0,0,0,1.78,1.03
"ENSG00000200714.1",0,0,0,0,0,0
"ENSG00000104442.10",2738.82,1879.09,1503.56,3060.48,2362.01,3312.11
"ENSG00000066855.16",1828.27,1553.94,1533.18,3340.87,1409.01,3887.2
"ENSG00000272155.1",0,0,0,0,0,0
"ENSG00000205268.11",862.47,1507.79,685.14,864.92,2080.56,1399.27
"ENSG00000272192.1",2.05,6.15,0,4.75,1.78,2.05
"ENSG00000147570.10",0,0,0,8.55,15.14,0
"ENSG00000253190.4",0,0,0,19.96,1.78,0
"ENSG00000147573.17",4.09,0,1.97,32.32,127.36,4.1
"ENSG00000147571.5",2.05,0,0,10.46,50.77,0
"ENSG00000253138.5",2.05,0,0,0,5.34,0
"ENSG00000287127.1",0,0,0.99,0,0,0
"ENSG00000246145.1",0,2.05,5.92,7.6,0,2.05
"ENSG00000179041.4",3391.56,1921.15,1085.96,3959.61,2374.48,1278.31
"ENSG00000285655.1",0,0,0,0,0,0
"ENSG00000285791.1",0,8.21,0.99,1.9,0.89,0
"ENSG00000147576.17",4.09,8.21,14.81,10.46,21.38,8.2
"ENSG00000253623.1",0,0,0,0,0,0
"ENSG00000169085.13",0,4.1,0,0,2.67,0
"ENSG00000206949.1",0,0,0,0,0,0
"ENSG00000185697.17",1398.57,571.32,885.55,1599.62,1232.66,1163.49
"ENSG00000175073.8",1645.13,1871.91,1241.94,1323.99,2070.76,2287.01
"ENSG00000201365.1",0,0,0,0,0,0
"ENSG00000288602.1",1.02,1.03,0,0,0,0
"ENSG00000288596.2",71.62,226.68,71.08,97.9,71.25,117.89
"ENSG00000104205.16",145.28,14.36,46.4,228.11,44.53,79.96
"ENSG00000213005.3",4.09,14.36,11.85,20.91,6.23,3.08
"ENSG00000178460.18",0,0,13.82,1.9,46.31,24.6
"ENSG00000245910.8",3565.48,2196.03,986.25,2539.63,1697.58,2710.38
"ENSG00000254341.2",0,0,0,0,0,0
"ENSG00000261787.2",0,0,3.95,0,1.78,8.2
"ENSG00000178125.14",7.16,0,3.95,0,5.34,5.13
"ENSG00000253223.1",0,0,3.95,0,16.03,3.08
"ENSG00000121022.14",3134.76,2893.51,1863.9,3729.6,2957.85,3336.72
"ENSG00000104218.16",1547.94,1301.62,588.39,1949.39,1322.62,1695.52
"ENSG00000252637.1",0,0,0,0,0,0
"ENSG00000250869.2",0,0,0,0,0,0
"ENSG00000066777.9",3746.57,6281.42,3260.84,6874.67,6993.39,8340.25
"ENSG00000287214.1",0,12.31,1.97,5.7,0,3.08
"ENSG00000271966.1",4.09,9.23,5.92,30.41,24.94,18.45
"ENSG00000241961.1",0,0,0,0,0,0
"ENSG00000165078.13",7.16,13.33,206.33,0,0,0
"ENSG00000254253.1",0,0,0,0,0,0
"ENSG00000255130.1",0,0,0,0,0,0
"ENSG00000255531.1",0,0,0,0,0,0
"ENSG00000046889.19",0,893.39,0,0,145.18,2.05
"ENSG00000255206.1",0,0,0,0,0,0
"ENSG00000254051.1",0,0,0,0,0,0
"ENSG00000252210.1",0,0,0,0,0,0
"ENSG00000253964.1",0,0,0,0,0,0
"ENSG00000248801.7",0,0,0,0,0,0
"ENSG00000165084.16",50.13,0,0,0,24.94,0
"ENSG00000236191.3",0,0,0,0,0,0
"ENSG00000239184.1",0,0,0,0,0,0
"ENSG00000254337.2",2.05,0,0,0,0,15.38
"ENSG00000253658.6",5.12,0,0,0,0,0
"ENSG00000238808.1",0,0,0,0,0,0
"ENSG00000254332.1",53.2,56.41,53.31,8.55,53.44,87.13
"ENSG00000253373.1",0,0,0,0,0,0
"ENSG00000253479.6",0,0,0,0,0,0
"ENSG00000253216.1",0,0,0,0,0,0
"ENSG00000137573.14",656.83,1413.42,0,13.31,12333.73,454.12
"ENSG00000137571.11",505.41,2418.61,1011.92,84.59,2567.75,160.94
"ENSG00000222889.1",0,0,0,0,0,0
"ENSG00000254557.1",0,0,0,0,0,0
"ENSG00000271113.1",0,0,0,0,0,0
"ENSG00000246528.3",38.88,78.98,34.55,5.7,64.13,15.38
"ENSG00000277740.1",0,0,0,0,0,0
"ENSG00000255107.1",0,0,0,0,0,0
"ENSG00000239580.3",0,0,0,0,0,0
"ENSG00000223293.1",0,0,0,0,0,0
"ENSG00000280393.1",0,0,0,0,0,0
"ENSG00000247570.2",0,0,0,0.95,1.78,1.03
"ENSG00000253721.1",2.05,6.15,1.97,7.6,0,10.25
"ENSG00000147596.4",2.05,0,0,0,0,0
"ENSG00000212473.1",0,0,0,0,0,0
"ENSG00000253173.3",0,0,0,0,0,0
"ENSG00000140396.13",1438.47,2149.88,1909.31,1976.01,6390.42,2591.46
"ENSG00000213003.3",0,0,0,0,0,0
"ENSG00000207036.1",0,0,0,0,0,0
"ENSG00000241204.1",0,0,0,0,0,0
"ENSG00000253143.3",0,0,0,0,0,0
"ENSG00000253967.1",0,0,0,0,0,0
"ENSG00000275128.1",0,0,0,0,0,0
"ENSG00000241105.1",0,0,0,0,0,0
"ENSG00000287230.1",0,0,0,0,0,0
"ENSG00000067167.8",6006.58,7588.17,4348.77,7240.6,6683.44,9890.21
"ENSG00000246366.6",14.32,5.13,3.95,0,3.56,4.1
"ENSG00000147592.9",1572.5,377.46,339.61,1563.51,1008.22,765.75
"ENSG00000243532.3",0,0,0,1.9,0,0
"ENSG00000221947.8",13.3,7.18,17.77,19.01,42.75,58.43
"ENSG00000285579.1",1.02,0,0,0,0,0
"ENSG00000223220.1",0,0,0,0,0,0
"ENSG00000254031.6",0,0,0,0,0,0
"ENSG00000104313.20",633.3,1443.17,1175.8,17.11,2182.99,720.65
"ENSG00000253124.1",0,0,0,0,0,0
"ENSG00000254277.1",0,0,0,0,0,0
"ENSG00000253287.1",0,0,0,0,0,0
"ENSG00000200191.1",0,0,0,0,0,0
"ENSG00000235531.11",76.73,131.29,1.97,128.31,0,1363.39
"ENSG00000178860.9",96.17,123.08,9.87,32.32,0,376.21
"ENSG00000241942.2",0,0,0,0,0,0
"ENSG00000104321.11",16.37,2.05,0,0,0,2.05
"ENSG00000253317.1",0,0,0,1.9,0,0
"ENSG00000250979.1",2.05,0,0,0,0,4.1
"ENSG00000252509.1",0,0,0,0,0,0
"ENSG00000212989.3",0,0,0,0,0,0
"ENSG00000254347.1",0,0,0,0,0,0
"ENSG00000182674.6",0,0,0,4.75,8.02,4.1
"ENSG00000253226.1",0,0,0,0,0,0
"ENSG00000278193.1",0,0,0,0,0,0
"ENSG00000253726.1",0,0,0,0,0,0
"ENSG00000253784.1",0,0,0,0,0,0
"ENSG00000260838.3",0,0,0,0,0,0
"ENSG00000147601.15",1341.28,1161.1,1049.43,2392.31,2353.99,1682.2
"ENSG00000222488.1",0,0,0,0,0,0
"ENSG00000272254.1",0,0,0,0,0,0
"ENSG00000253636.1",9.21,18.46,8.89,19.01,6.23,30.75
"ENSG00000164764.11",4.09,1461.63,17.77,0,651.96,47.15
"ENSG00000237061.1",0,1.03,0,0,6.23,0
"ENSG00000253564.1",0,0,0,0,0,0
"ENSG00000274443.4",2.05,0,0,0,0,0
"ENSG00000254213.2",4.09,0,1.97,0,1.78,0
"ENSG00000147604.14",55564.23,43390.4,11772.77,64843.2,18824.8,47104.59
"ENSG00000121039.10",1309.56,1009.29,344.54,926.7,1873.04,705.27
"ENSG00000250295.6",0,0,0,0,0,0
"ENSG00000253235.2",0,0,0,0,0,0
"ENSG00000253339.2",0,0,0,0,0,0
"ENSG00000253302.1",0,0,0,0,0,0
"ENSG00000040341.18",1640.02,2390.92,1829.35,2007.37,2264.03,1751.9
"ENSG00000254273.1",2.05,0,0,0,0,0
"ENSG00000253383.1",0,0,0,0,0,0
"ENSG00000254105.1",0,0,0,0,0,0
"ENSG00000254538.1",0,0,0,0,0,0
"ENSG00000258677.2",0,0,0,0,0,0
"ENSG00000104343.21",770.39,679.02,669.35,509.45,1178.33,1406.44
"ENSG00000253273.2",0,0,0,0,0,0
"ENSG00000272469.2",0,0,0,0,0,0
"ENSG00000286113.1",0,0,3.95,0,0,2.05
"ENSG00000251633.3",0,0,1.97,7.6,0.89,3.08
"ENSG00000154582.17",4397.26,2836.07,2544.1,2940.72,3026.43,3187.05
"ENSG00000175606.11",1528.5,884.16,975.39,1480.82,1474.92,1471.03
"ENSG00000244295.2",0,0,0,0,0,0
"ENSG00000253833.1",8.18,2.05,1.97,3.8,0.89,4.1
"ENSG00000154589.7",821.54,7.18,275.44,0,100.64,424.39
"ENSG00000212348.1",0,0,0,0,0,0
"ENSG00000254288.1",16.37,0,2.96,0,1.78,2.05
